iter	Logloss
120	0.2674949625
121	0.2674401346
122	0.267369592
123	0.2672890983
124	0.267209875
125	0.2670646235
126	0.2669713202
127	0.2668587944
128	0.2667531345
129	0.266660093
130	0.266548164
131	0.2664571188
132	0.2664079106
133	0.2663457389
134	0.2662873024
135	0.2662236964
136	0.2661581679
137	0.2661163591
138	0.2660637377
139	0.2660002404
140	0.2659140649
141	0.2658431023
142	0.265762321
143	0.2656980428
144	0.265652267
145	0.2655886374
146	0.2654985096
147	0.2654187758
148	0.2653617609
149	0.2652996477
150	0.2652545361
151	0.2651810248
152	0.2651726445
153	0.2650890362
154	0.2650234792
155	0.2649189407
156	0.2648332893
157	0.2647611541
158	0.2646902383
159	0.2646414481
160	0.2645795555
161	0.2645190474
162	0.2644343447
163	0.2643553081
164	0.2642833308
165	0.2641874736
166	0.264110668
167	0.2640742008
168	0.2639788727
169	0.2639197132
170	0.2638759993
171	0.2637956876
172	0.2636844991
173	0.263592461
174	0.2635192859
175	0.2634170553
176	0.2633705518
177	0.2633057265
178	0.2632560807
179	0.2631720067
180	0.2631211342
181	0.2630812166
182	0.2630171173
183	0.2629685103
184	0.2628867106
185	0.2627716762
186	0.2627670039
187	0.2627405011
188	0.2626688542
189	0.2625910242
190	0.2625376937
191	0.2624929248
192	0.2624354942
193	0.262343129
194	0.2622625781
195	0.2622089029
196	0.2621722378
197	0.2620728599
198	0.2620159392
199	0.2619692142
200	0.2619147802
201	0.2618718287
202	0.2618188193
203	0.2617118676
204	0.2616739628
205	0.2616378843
206	0.2615928749
207	0.2615281085
208	0.2614772226
209	0.2614207526
210	0.2613717124
211	0.2613349227
212	0.2613200717
213	0.2612412763
214	0.2611848058
215	0.2610794866
216	0.2610066567
217	0.2609270676
218	0.2609206283
219	0.2608756929
220	0.2608248895
221	0.2607550094
222	0.2607121022
223	0.260675248
224	0.2606109675
225	0.2605156332
226	0.2604471495
227	0.260344036
228	0.2603103718
229	0.2602703883
230	0.2602215379
231	0.2601575875
232	0.2601006708
233	0.2600584288
234	0.2600060862
235	0.259925041
236	0.259866928
237	0.2597810595
238	0.2597508725
239	0.2597020308
240	0.2596410526
241	0.2595786605
242	0.2595455021
243	0.2594823277
244	0.2594711112
245	0.2594286417
246	0.2593692143
247	0.2593677851
248	0.2592734309
249	0.2592044766
250	0.2591755985
251	0.25912121
252	0.2590302965
253	0.2589611851
254	0.2588634447
255	0.2588250999
256	0.258746683
257	0.2587017854
258	0.2586296962
259	0.2585369448
260	0.258503667
261	0.2584268759
262	0.2583671037
263	0.2583108922
264	0.2582505777
265	0.2581684999
266	0.2580931223
267	0.2580330229
268	0.2579612407
269	0.2578978475
270	0.2577965795
271	0.2577741775
272	0.257706854
273	0.257667628
274	0.2576296296
275	0.2575251246
276	0.257473264
277	0.2574134488
278	0.2573762878
279	0.25731604
280	0.2572760908
281	0.2572399281
282	0.257168398
283	0.2571333553
284	0.2570972722
285	0.2570561203
286	0.2570158916
287	0.2569812571
288	0.2569194157
289	0.256834829
290	0.2567475052
291	0.2567026631
292	0.2566528178
293	0.2566148866
294	0.256561668
295	0.2564932981
296	0.256412937
297	0.2563041224
298	0.2562746085
299	0.2562312767
300	0.2561829223
301	0.2560870235
302	0.2560187318
303	0.255947963
304	0.2558283666
305	0.2557453391
306	0.2556779573
307	0.2556349711
308	0.2556029295
309	0.2555536211
310	0.255466899
311	0.2553985667
312	0.2553485856
313	0.2553214521
314	0.2552485863
315	0.2551545306
316	0.2550893873
317	0.2550399852
318	0.2550257181
319	0.2549614884
320	0.2549313506
321	0.2549187688
322	0.2549073848
323	0.2548945689
324	0.2548463982
325	0.2547708175
326	0.2546829426
327	0.2546302964
328	0.2546246179
329	0.2546200215
330	0.2545746324
331	0.2544989981
332	0.2544190382
333	0.2543601961
334	0.2542762633
335	0.25421217
336	0.2541372199
337	0.2540959078
338	0.2540395123
339	0.253995114
340	0.2539389953
341	0.2538872313
342	0.2538254204
343	0.2537845594
344	0.2537007944
345	0.2536967097
346	0.2536480744
347	0.2535842115
348	0.2535564014
349	0.2534872883
350	0.2534074437
351	0.2533334557
352	0.2533075747
353	0.2532617178
354	0.253182292
355	0.2531136405
356	0.2530545293
357	0.2529775623
358	0.2529369912
359	0.2528977887
360	0.2528440535
361	0.2527834214
362	0.2527473152
363	0.2527096849
364	0.2526251356
365	0.2525928172
366	0.2525208379
367	0.2524879246
368	0.2524624201
369	0.2524048401
370	0.2523467026
371	0.2523131832
372	0.2522660717
373	0.2522054023
374	0.252202306
375	0.2521316268
376	0.2520686903
377	0.2520354801
378	0.2519747068
379	0.2519498303
380	0.2519460193
381	0.2519030942
382	0.2518996114
383	0.2518201804
384	0.2517444131
385	0.251677918
386	0.2516316961
387	0.2515931859
388	0.2515279639
389	0.2514734554
390	0.251391794
391	0.2513550567
392	0.251288597
393	0.2512200675
394	0.2511620961
395	0.2510899784
396	0.2510264227
397	0.2510021232
398	0.2509450761
399	0.2509131942
400	0.2508503059
401	0.250846746
402	0.2508088765
403	0.2507694455
404	0.2507021619
405	0.2506490906
406	0.2505862462
407	0.2505233126
408	0.250484453
409	0.2503907475
410	0.2503881113
411	0.2503360976
412	0.2502953418
413	0.2502561527
414	0.2501875329
415	0.2501554174
416	0.2501085585
417	0.2501052162
418	0.2500870045
419	0.2500234004
420	0.2499485924
421	0.2498850196
422	0.2498430521
423	0.249796797
424	0.2497497484
425	0.2496996713
426	0.2496402655
427	0.2495385165
428	0.2495051865
429	0.2494667683
430	0.2494321153
431	0.2493817298
432	0.2493459401
433	0.2492628079
434	0.2492461866
435	0.2491581642
436	0.2491162028
437	0.2490577181
438	0.2489992655
439	0.2489450718
440	0.2489052723
441	0.2488731994
442	0.248839557
443	0.2487919561
444	0.2487454912
445	0.2486957049
446	0.2486411789
447	0.2485955459
448	0.2485212046
449	0.2484489082
450	0.2484460721
451	0.2483793082
452	0.248319879
453	0.248317681
454	0.2482654557
455	0.248161124
456	0.2480868404
457	0.2480197531
458	0.2479659377
459	0.2478849809
460	0.2478245305
461	0.2477841854
462	0.24772395
463	0.2476444371
464	0.247602992
465	0.247596799
466	0.2475446667
467	0.2474875056
468	0.2474207982
469	0.2473320578
470	0.247276588
471	0.2472339175
472	0.2471821096
473	0.2471180947
474	0.2470818751
475	0.2470383598
476	0.24697742
477	0.2469464051
478	0.2469176268
479	0.2468840458
480	0.2468547443
481	0.246837979
482	0.2467511164
483	0.2466983364
484	0.2466686099
485	0.2465991455
486	0.2465245367
487	0.2464852441
488	0.2464332268
489	0.2463812047
490	0.2463341074
491	0.2462780889
492	0.2462558777
493	0.2461767697
494	0.2461615538
495	0.2460930889
496	0.2460390363
497	0.2460340291
498	0.2459600574
499	0.2459113049
500	0.2458578859
501	0.2458093918
502	0.2457726075
503	0.2457030401
504	0.2456558051
505	0.2455996427
506	0.2455328391
507	0.2454522794
508	0.245422579
509	0.245366321
510	0.2453185913
511	0.2452627546
512	0.2452146036
513	0.245168096
514	0.2451162912
515	0.2450654581
516	0.2450355585
517	0.2450075412
518	0.244986365
519	0.2449429724
520	0.2448912701
521	0.2448298396
522	0.2447770227
523	0.2447158977
524	0.2446962004
525	0.2446534518
526	0.2446397925
527	0.2445983956
528	0.2445480515
529	0.2445106245
530	0.244506968
531	0.2444443614
532	0.2444222043
533	0.2443518059
534	0.2443285184
535	0.2442730117
536	0.2442552186
537	0.2442254167
538	0.2442192875
539	0.244164575
540	0.2441212827
541	0.244047169
542	0.2440076859
543	0.243958281
544	0.2439214183
545	0.2438628442
546	0.2438365936
547	0.2438219688
548	0.2437504104
549	0.2436997089
550	0.2436650537
551	0.2435743748
552	0.2434797416
553	0.2434256701
554	0.2433715042
555	0.243359466
556	0.243304411
557	0.2432720403
558	0.2432272745
559	0.2432006446
560	0.2431973319
561	0.2431687517
562	0.243140065
563	0.2430911538
564	0.2430432517
565	0.2430225258
566	0.2430179829
567	0.2429496531
568	0.2428965277
569	0.2428572132
570	0.242794977
571	0.2427505739
572	0.2427143774
573	0.2427110021
574	0.2427073624
575	0.2426738119
576	0.2426692417
577	0.2426370031
578	0.242603
579	0.2425200466
580	0.2424679013
581	0.242378365
582	0.2423457958
583	0.2422695976
584	0.2422239398
585	0.2421620531
586	0.2421450264
587	0.2421416099
588	0.2421058617
589	0.2421042281
590	0.2420899722
591	0.2420389042
592	0.2420275446
593	0.241983686
594	0.2419418044
595	0.2418874535
596	0.2418320619
597	0.2417786363
598	0.2417533173
599	0.241719825
600	0.2416668976
601	0.2416113004
602	0.2416044398
603	0.241562597
604	0.2415125372
605	0.2414748119
606	0.2414648941
607	0.2413964584
608	0.2413593924
609	0.2413064815
610	0.2412448807
611	0.2412077589
612	0.241164505
613	0.2411326254
614	0.2410698781
615	0.2410208194
616	0.2409890044
617	0.2409252883
618	0.2408927566
619	0.2408641671
620	0.2408529333
621	0.2407718222
622	0.2407238295
623	0.2406725103
624	0.2406432226
625	0.2406263927
626	0.240577355
627	0.2405110045
628	0.2404660463
629	0.2404329031
630	0.2403956215
631	0.2403489564
632	0.2402929919
633	0.2402638255
634	0.2402299744
635	0.240161734
636	0.2401067617
637	0.2400758317
638	0.2400417382
639	0.2399771897
640	0.239939923
641	0.2398856128
642	0.2398549328
643	0.2397953636
644	0.239735433
645	0.2396516666
646	0.239604615
647	0.2395542244
648	0.2395312732
649	0.2394770395
650	0.2394110714
651	0.2393689231
652	0.2393259569
653	0.2392851314
654	0.2392317332
655	0.2391802161
656	0.2391676674
657	0.2391124623
658	0.2391007262
659	0.2390684755
660	0.2390299386
661	0.2390000305
662	0.2389463694
663	0.238895079
664	0.2388561107
665	0.2388342648
666	0.2388054477
667	0.2387758293
668	0.2387342599
669	0.2386955417
670	0.2386511019
671	0.2385995219
672	0.2385577333
673	0.2385085543
674	0.2384681285
675	0.2384388538
676	0.2383880949
677	0.2383205068
678	0.2382789715
679	0.2382366432
680	0.2381976115
681	0.238147717
682	0.2381052964
683	0.238042581
684	0.2380318205
685	0.2379825926
686	0.237954026
687	0.2379144502
688	0.2378410737
689	0.2378185182
690	0.2377806556
691	0.2377371479
692	0.2376989666
693	0.2376676643
694	0.2376193948
695	0.2375594797
696	0.2375374233
697	0.2375028424
698	0.2374329122
699	0.2373838893
700	0.2373392407
701	0.2372922299
702	0.237234183
703	0.2371954335
704	0.2371601175
705	0.23712093
706	0.2370789178
707	0.2370368249
708	0.2370065275
709	0.2369748214
710	0.236936938
711	0.2368848114
712	0.2368467599
713	0.2368335893
714	0.2367950795
715	0.2367628885
716	0.2367413212
717	0.2367136413
718	0.2366430799
719	0.236599938
720	0.236563832
721	0.2365168008
722	0.2364510916
723	0.236418892
724	0.2363826542
725	0.236344894
726	0.23628349
727	0.2362646876
728	0.2362129917
729	0.2361763771
730	0.2361230488
731	0.2360836208
732	0.2360744419
733	0.2360481847
734	0.2360079292
735	0.2359713819
736	0.2359422826
737	0.2359181859
738	0.2358832835
739	0.2357914283
740	0.2357526158
741	0.2357122323
742	0.235667396
743	0.2356334079
744	0.2355971825
745	0.235560824
746	0.2355435568
747	0.2354859087
748	0.2354453123
749	0.2353918124
750	0.235374823
751	0.2353461406
752	0.2352873124
753	0.2352450843
754	0.2351830496
755	0.2351525146
756	0.2351145133
757	0.2350700748
758	0.2350092169
759	0.2349717351
760	0.2349674858
761	0.2349330696
762	0.2348704687
763	0.2348167101
764	0.2347755335
765	0.2347436983
766	0.2347179972
767	0.2346984561
768	0.2346436881
769	0.2346017967
770	0.2345801064
771	0.2345238663
772	0.2344752737
773	0.2344430457
774	0.234421631
775	0.2344008511
776	0.2343534828
777	0.234291464
778	0.2342409005
779	0.2341874656
780	0.2341731678
781	0.2341396287
782	0.2341130157
783	0.2340672605
784	0.2340369287
785	0.2340178934
786	0.2340140887
787	0.2339725489
788	0.2339292028
789	0.233876287
790	0.2338247393
791	0.2337903395
792	0.2337631878
793	0.2337106393
794	0.2336692897
795	0.2336269922
796	0.2335664498
797	0.2335458392
798	0.2334955392
799	0.2334733314
800	0.2334582295
801	0.2334250227
802	0.2333808036
803	0.2333488711
804	0.2333342248
805	0.233326953
806	0.2332736147
807	0.2332373019
808	0.2332173193
809	0.2331870307
810	0.2331568844
811	0.2331020344
812	0.2330736364
813	0.2330491675
814	0.2330079903
815	0.2330044348
816	0.2329765721
817	0.2329316503
818	0.2329076475
819	0.2328728226
820	0.2328125695
821	0.2328046673
822	0.2327437873
823	0.232667151
824	0.2326603247
825	0.2326151468
826	0.2325982033
827	0.2325459407
828	0.2324960677
829	0.2324646956
830	0.2324548592
831	0.2324354725
832	0.2324289582
833	0.2323801084
834	0.2323566957
835	0.2323359862
836	0.2322887519
837	0.2322578151
838	0.2322144812
839	0.2321895944
840	0.2321654235
841	0.2321315501
842	0.2320873186
843	0.2320663696
844	0.2320166601
845	0.2319787813
846	0.2319407465
847	0.2319006739
848	0.2318790444
849	0.2318342319
850	0.2318109381
851	0.2317605662
852	0.2317396929
853	0.2316784154
854	0.2316498704
855	0.2316142389
856	0.2315975413
857	0.2315672411
858	0.2315307635
859	0.2314864554
860	0.2314196783
861	0.2313745891
862	0.2313458495
863	0.2313161282
864	0.2312875502
865	0.2312392053
866	0.2311780837
867	0.2311557061
868	0.2311284365
869	0.2310952906
870	0.2310620121
871	0.231021991
872	0.2309868937
873	0.2309317566
874	0.2308870916
875	0.2308481723
876	0.230815161
877	0.2307748322
878	0.2307437253
879	0.2306998685
880	0.2306679785
881	0.230634633
882	0.2305911509
883	0.2305442497
884	0.2305181227
885	0.2304850246
886	0.2304456769
887	0.2304151975
888	0.2303809397
889	0.2303454215
890	0.2303198495
891	0.2302923414
892	0.2302625032
893	0.2301941524
894	0.2301717169
895	0.2301330693
896	0.2300939758
897	0.2300668228
898	0.2300397892
899	0.2300182101
900	0.2299771369
901	0.2299435928
902	0.2298769948
903	0.2298540271
904	0.2298008868
905	0.2297749613
906	0.2297384405
907	0.2296944656
908	0.229610132
909	0.2295737388
910	0.2295210279
911	0.2294560633
912	0.229409129
913	0.2293809926
914	0.2293265472
915	0.2293032363
916	0.2292525797
917	0.2292183177
918	0.2291556641
919	0.2291045734
920	0.2290736299
921	0.2290391249
922	0.2290019749
923	0.2289707305
924	0.2289356366
925	0.2288727864
926	0.228843625
927	0.2288243817
928	0.2287844855
929	0.2287341596
930	0.2287188514
931	0.2287012521
932	0.2286546133
933	0.2286281852
934	0.2285835192
935	0.2285387871
936	0.2284909652
937	0.2284560123
938	0.2284390253
939	0.2284133451
940	0.2283783662
941	0.2283711458
942	0.2283534345
943	0.2283345049
944	0.2283197457
945	0.2282861329
946	0.2282732131
947	0.2282423906
948	0.2281999238
949	0.2281403346
950	0.2281243312
951	0.2280936509
952	0.2280197097
953	0.2280105487
954	0.2279972497
955	0.2279784829
956	0.2279393065
957	0.2278910126
958	0.2278357479
959	0.2278042947
960	0.2277632143
961	0.2277374445
962	0.2277344086
963	0.2277110466
964	0.2276639525
965	0.2276497914
966	0.2276203942
967	0.2275681484
968	0.2275259282
969	0.2274897615
970	0.2274346542
971	0.2273848673
972	0.2273711151
973	0.2273673409
974	0.2273238939
975	0.2272848863
976	0.2272489695
977	0.2272175663
978	0.2271833879
979	0.2271552979
980	0.2271429866
981	0.2271107864
982	0.2270645223
983	0.2270284312
984	0.2270025324
985	0.2269662549
986	0.226939382
987	0.2269261223
988	0.2268824584
989	0.226824973
990	0.226789842
991	0.2267544183
992	0.2266810513
993	0.2266536613
994	0.2266410007
995	0.2266128182
996	0.2265856943
997	0.2265343061
998	0.2265056209
999	0.2264625225
